Station,Date,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,week,RH,Trange
1,2013-05-17,70.0,55.0,62.5,46.0,53.0,2.0,0.0,0.14724466463414634,29.29,30.0,6.1,4.0,6.8,20,54.734963059253104,15.0
2,2013-05-17,73.0,58.0,65.5,47.0,55.0,0.0,1.0,0.14724466463414634,29.36,29.99,4.5,6.0,6.1,20,51.17391359405574,15.0
1,2013-05-18,80.0,56.0,68.0,56.0,61.0,0.0,3.0,0.0,29.26,29.99,5.3,12.0,6.5,20,65.4522014127624,24.0
2,2013-05-18,79.0,59.0,69.0,55.0,61.0,0.0,4.0,0.0,29.33,29.99,6.3,10.0,7.0,20,60.98629282649291,20.0
1,2013-05-19,86.0,58.0,72.0,61.0,66.0,0.0,7.0,0.0,29.12,29.85,6.2,14.0,7.6,20,68.30702534158651,28.0
2,2013-05-19,87.0,62.0,74.5,60.0,66.0,0.0,10.0,0.0,29.18,29.85,7.1,15.0,8.1,20,60.59884410352133,25.0
1,2013-05-20,89.0,65.0,77.0,60.0,67.0,0.0,12.0,1.09,29.03,29.73,12.6,22.0,13.7,21,55.754184100364554,24.0
2,2013-05-20,92.0,65.0,78.5,59.0,67.0,0.0,14.0,1.25,29.1,29.73,13.6,20.0,14.4,21,51.196734795781396,27.0
1,2013-05-21,81.0,64.0,72.5,63.0,66.0,0.0,8.0,0.56,28.96,29.67,11.2,20.0,12.1,21,72.07691455751359,17.0
2,2013-05-21,82.0,65.0,73.5,62.0,66.0,0.0,9.0,0.2,29.03,29.68,12.4,20.0,12.8,21,67.27450301294982,17.0
1,2013-05-22,73.0,52.0,62.5,60.0,63.0,2.0,0.0,1.35,28.97,29.66,4.5,25.0,7.4,21,91.52374802589432,21.0
2,2013-05-22,73.0,56.0,64.5,59.0,62.0,0.0,0.0,0.65,29.03,29.66,6.4,23.0,9.3,21,82.32898277269078,17.0
1,2013-05-23,54.0,42.0,48.0,43.0,46.0,17.0,0.0,0.06,29.38,30.05,14.5,2.0,14.8,21,82.71958630420635,12.0
2,2013-05-23,56.0,43.0,49.5,40.0,45.0,15.0,0.0,0.12,29.44,30.05,17.9,36.0,18.1,21,69.65017777804316,13.0
1,2013-05-24,57.0,41.0,49.0,34.0,42.0,16.0,0.0,0.0,29.62,30.35,7.5,4.0,8.1,21,56.01787571301811,16.0
2,2013-05-24,57.0,42.0,49.5,33.0,42.0,15.0,0.0,0.0,29.7,30.36,8.1,3.0,9.0,21,52.824268426913754,15.0
1,2013-05-25,57.0,44.0,50.5,37.0,44.0,14.0,0.0,0.0,29.59,30.34,4.7,5.0,5.1,21,59.67131135869489,13.0
2,2013-05-25,57.0,46.0,51.5,36.0,44.0,13.0,0.0,0.0,29.67,30.35,3.3,6.0,3.7,21,55.2748066419708,11.0
1,2013-05-26,68.0,44.0,56.0,44.0,50.0,9.0,0.0,0.02,29.47,30.22,5.5,9.0,7.4,21,63.99019384935577,24.0
2,2013-05-26,67.0,46.0,56.5,43.0,50.0,8.0,0.0,0.14724466463414634,29.54,30.23,4.0,9.0,5.7,21,60.482301955610076,21.0
1,2013-05-27,62.0,53.0,57.5,53.0,55.0,7.0,0.0,0.23,29.21,29.97,8.5,9.0,9.1,22,84.90783736959429,9.0
2,2013-05-27,65.0,56.0,60.5,54.0,57.0,4.0,0.0,0.19,29.28,29.97,7.5,10.0,8.3,22,79.11341458481695,9.0
1,2013-05-28,76.0,56.0,66.0,64.0,66.0,0.0,1.0,0.2,29.06,29.78,8.7,21.0,10.2,22,93.26417926645027,20.0
2,2013-05-28,76.0,59.0,67.5,63.0,65.0,0.0,3.0,2.2,29.13,29.79,9.5,19.0,10.3,22,85.4927828539345,17.0
1,2013-05-29,84.0,64.0,74.0,64.0,67.0,0.0,9.0,0.01,29.16,29.88,7.3,20.0,8.7,22,70.97355316986994,20.0
2,2013-05-29,85.0,65.0,75.0,62.0,67.0,0.0,10.0,0.02,29.23,29.88,7.9,20.0,9.2,22,63.97388267125127,20.0
1,2013-05-30,83.0,64.0,73.5,66.0,69.0,0.0,9.0,0.51,29.13,29.85,13.4,19.0,14.6,22,77.38903549312181,19.0
2,2013-05-30,84.0,65.0,74.5,64.0,68.0,0.0,10.0,0.09,29.22,29.85,12.9,18.0,13.9,22,69.79333764016464,19.0
1,2013-05-31,77.0,64.0,70.5,65.0,67.0,0.0,6.0,0.3,29.05,29.79,11.7,20.0,12.1,22,82.73265703885686,13.0
2,2013-05-31,78.0,65.0,71.5,64.0,67.0,0.0,7.0,0.23,29.13,29.79,12.4,19.0,12.7,22,77.22147249386268,13.0
1,2013-06-01,76.0,63.0,69.5,62.0,64.0,0.0,5.0,0.56,28.98,29.69,13.1,22.0,13.0,22,77.05214476064165,13.0
2,2013-06-01,76.0,63.0,69.5,61.0,64.0,0.0,5.0,0.44,29.05,29.69,11.9,21.0,11.9,22,74.3729116371666,13.0
1,2013-06-02,63.0,43.0,53.0,50.0,51.0,12.0,0.0,0.01,29.24,29.93,1.8,5.0,6.2,22,89.50623386251254,20.0
2,2013-06-02,63.0,47.0,55.0,48.0,51.0,10.0,0.0,0.01,29.31,29.93,2.8,4.0,7.7,22,77.2062220448719,16.0
1,2013-06-03,68.0,43.0,55.5,43.0,50.0,9.0,0.0,0.0,29.34,30.06,3.7,12.0,4.8,23,62.714237941215366,25.0
2,2013-06-03,68.0,43.0,55.5,40.0,49.0,9.0,0.0,0.0,29.41,30.07,2.6,9.0,4.0,23,55.852810484692206,25.0
1,2013-06-04,72.0,50.0,61.0,45.0,52.0,4.0,0.0,0.0,29.39,30.11,5.3,7.0,6.1,23,55.56704689274591,22.0
2,2013-06-04,72.0,50.0,61.0,44.0,52.0,4.0,0.0,0.0,29.46,30.12,5.6,7.0,6.9,23,53.489222585624475,22.0
1,2013-06-05,73.0,54.0,63.5,49.0,54.0,1.0,0.0,0.01,29.24,30.0,6.8,5.0,8.2,23,59.1551033499263,19.0
2,2013-06-05,76.0,56.0,66.0,46.0,55.0,0.0,1.0,0.14724466463414634,29.33,29.99,6.1,6.0,8.3,23,48.42797148268488,20.0
1,2013-06-06,64.0,52.0,58.0,50.0,53.0,7.0,0.0,0.15,29.18,29.91,8.9,3.0,9.1,23,74.64339585388701,12.0
2,2013-06-06,65.0,54.0,59.5,48.0,53.0,5.0,0.0,0.06,29.23,29.9,9.0,3.0,9.6,23,65.64654688559479,11.0
1,2013-06-07,68.0,52.0,60.0,45.0,52.0,5.0,0.0,0.14724466463414634,29.2,29.92,9.5,3.0,9.9,23,57.57755086357302,16.0
2,2013-06-07,68.0,54.0,61.0,44.0,52.0,4.0,0.0,0.0,29.26,29.92,8.8,2.0,9.2,23,53.489222585624475,14.0
1,2013-06-08,74.0,49.0,61.5,43.0,53.0,3.0,0.0,0.0,29.25,29.96,4.7,7.0,5.4,23,50.57645579028369,25.0
2,2013-06-08,74.0,50.0,62.0,42.0,53.0,3.0,0.0,0.0,29.31,29.96,4.7,6.0,5.6,23,47.81594672124952,24.0
1,2013-06-09,80.0,55.0,67.5,55.0,61.0,0.0,3.0,0.01,29.15,29.88,6.0,15.0,8.9,23,64.21492576200842,25.0
2,2013-06-09,83.0,58.0,70.5,53.0,61.0,0.0,6.0,0.01,29.22,29.88,7.1,15.0,8.4,23,53.8541955546727,25.0
1,2013-06-10,76.0,60.0,68.0,63.0,65.0,0.0,3.0,0.26,29.08,29.79,2.7,4.0,4.3,24,84.03221129472287,16.0
2,2013-06-10,75.0,61.0,68.0,61.0,64.0,0.0,3.0,0.85,29.14,29.78,2.0,7.0,4.4,24,78.30173731848878,14.0
1,2013-06-11,83.0,60.0,71.5,62.0,67.0,0.0,7.0,0.14724466463414634,29.13,29.85,3.2,25.0,4.5,24,71.97708762499678,23.0
2,2013-06-11,84.0,60.0,72.0,61.0,66.0,0.0,7.0,0.24,29.21,29.85,2.5,23.0,4.1,24,68.30702534158651,24.0
1,2013-06-12,86.0,63.0,74.5,64.0,67.0,0.0,10.0,0.75,29.0,29.74,3.1,8.0,8.0,24,69.79333764016464,23.0
2,2013-06-12,87.0,64.0,75.5,64.0,67.0,0.0,11.0,0.25,29.08,29.74,2.9,5.0,5.8,24,67.49850482102293,23.0
1,2013-06-13,73.0,58.0,65.5,54.0,59.0,0.0,1.0,0.0,29.23,29.92,11.7,3.0,12.2,24,66.35731231814363,15.0
2,2013-06-13,72.0,59.0,65.5,53.0,59.0,0.0,1.0,0.0,29.29,29.91,12.6,1.0,13.2,24,63.97044130493158,13.0
1,2013-06-14,78.0,56.0,67.0,51.0,57.0,0.0,2.0,0.0,29.34,30.05,6.6,6.0,7.9,24,56.41023806472434,22.0
2,2013-06-14,76.0,57.0,66.5,50.0,57.0,0.0,2.0,0.0,29.4,30.04,6.0,5.0,7.8,24,55.303698043876906,19.0
1,2013-06-15,80.0,58.0,69.0,62.0,65.0,0.0,4.0,0.17,29.21,29.95,5.6,21.0,7.7,24,78.38288740087917,22.0
2,2013-06-15,81.0,61.0,71.0,60.0,64.0,0.0,6.0,0.12,29.28,29.95,5.6,21.0,7.2,24,68.19661499378506,20.0
1,2013-06-16,86.0,69.0,77.5,62.0,67.0,0.0,13.0,0.0,29.16,29.88,8.3,27.0,9.2,24,58.86955956187574,17.0
2,2013-06-16,83.0,69.0,76.0,62.0,67.0,0.0,11.0,0.0,29.23,29.87,8.6,24.0,9.5,24,61.87468709772934,14.0
1,2013-06-17,88.0,59.0,73.5,55.0,63.0,0.0,9.0,0.03,29.18,29.89,3.9,29.0,8.1,25,52.34334529578098,29.0
2,2013-06-17,88.0,62.0,75.0,56.0,64.0,0.0,10.0,0.1,29.24,29.88,3.7,28.0,8.4,25,51.61615166182241,26.0
1,2013-06-18,71.0,56.0,63.5,52.0,56.0,1.0,0.0,0.0,29.31,30.01,11.4,3.0,11.6,25,66.12260678743014,15.0
2,2013-06-18,70.0,57.0,63.5,52.0,57.0,1.0,0.0,0.01,29.36,30.0,12.1,2.0,12.4,25,66.12260678743014,13.0
1,2013-06-19,75.0,53.0,64.0,46.0,55.0,1.0,0.0,0.0,29.39,30.1,5.9,8.0,6.9,25,51.92558586113648,22.0
2,2013-06-19,75.0,57.0,66.0,46.0,56.0,0.0,1.0,0.0,29.44,30.09,6.4,7.0,7.2,25,48.42797148268488,18.0
1,2013-06-20,86.0,56.0,71.0,58.0,64.0,0.0,6.0,0.0,29.38,30.1,5.1,12.0,5.9,25,63.48799386001066,30.0
2,2013-06-20,86.0,62.0,74.0,57.0,64.0,0.0,9.0,0.0,29.45,30.1,6.0,11.0,7.2,25,55.34004418727664,24.0
1,2013-06-21,82.0,68.0,75.0,65.0,68.0,0.0,10.0,0.79,29.34,30.04,7.4,19.0,9.5,25,71.07571072806151,14.0
2,2013-06-21,85.0,70.0,77.5,63.0,67.0,0.0,13.0,0.11,29.39,30.04,7.6,19.0,9.6,25,60.98109701730182,15.0
1,2013-06-22,80.0,67.0,73.5,67.0,69.0,0.0,9.0,0.04,29.3,30.01,3.1,22.0,8.4,25,80.11724687474988,13.0
2,2013-06-22,83.0,70.0,76.5,65.0,69.0,0.0,12.0,0.0,29.37,30.0,4.8,20.0,7.8,25,67.60972653143484,13.0
1,2013-06-23,87.0,66.0,76.5,68.0,71.0,0.0,12.0,0.84,29.26,29.97,10.7,20.0,11.5,25,75.0152104143298,21.0
2,2013-06-23,89.0,69.0,79.0,66.0,70.0,0.0,14.0,0.14724466463414634,29.34,29.97,9.3,20.0,9.5,25,64.45122207118804,20.0
1,2013-06-24,89.0,67.0,78.0,67.0,69.0,0.0,13.0,0.18,29.25,29.95,8.9,23.0,10.0,26,68.9586355825529,22.0
2,2013-06-24,86.0,68.0,77.0,65.0,69.0,0.0,12.0,0.14,29.3,29.96,10.5,21.0,11.0,26,66.49695902904085,18.0
1,2013-06-25,85.0,67.0,76.0,69.0,71.0,0.0,11.0,0.03,29.13,29.86,4.5,19.0,6.9,26,78.93902502121315,18.0
2,2013-06-25,87.0,70.0,78.5,67.0,71.0,0.0,14.0,0.14724466463414634,29.21,29.85,5.2,21.0,8.6,26,67.83062517530321,17.0
1,2013-06-26,80.0,66.0,73.0,67.0,68.0,0.0,8.0,1.48,29.05,29.76,2.2,16.0,7.4,26,81.4777451389265,14.0
2,2013-06-26,81.0,68.0,74.5,65.0,68.0,0.0,10.0,0.19,29.11,29.75,2.6,18.0,9.0,26,72.2750932253844,13.0
1,2013-06-27,90.0,64.0,77.0,67.0,70.0,0.0,12.0,0.92,29.01,29.73,7.2,29.0,7.2,26,71.27854110531861,26.0
2,2013-06-27,91.0,66.0,78.5,65.0,69.0,0.0,14.0,0.59,29.08,29.71,6.1,29.0,6.8,26,63.28033982249677,25.0
1,2013-06-28,83.0,67.0,75.0,61.0,66.0,0.0,10.0,0.14724466463414634,28.91,29.63,10.5,31.0,10.9,26,61.74940279437605,16.0
2,2013-06-28,83.0,68.0,75.5,60.0,65.0,0.0,11.0,0.16,28.97,29.62,9.0,29.0,9.8,26,58.606329904418416,15.0
1,2013-06-29,72.0,64.0,68.0,59.0,62.0,0.0,3.0,0.0,28.97,29.66,12.0,2.0,12.3,26,72.91775824653783,8.0
2,2013-06-29,72.0,64.0,68.0,59.0,62.0,0.0,3.0,0.14724466463414634,29.03,29.65,11.7,1.0,12.0,26,72.91775824653783,8.0
1,2013-06-30,77.0,62.0,69.5,52.0,59.0,0.0,5.0,0.0,29.2,29.88,13.8,2.0,13.9,26,53.71145725946654,15.0
2,2013-06-30,76.0,64.0,70.0,52.0,60.0,0.0,5.0,0.0,29.25,29.86,14.0,1.0,14.2,26,52.80147113979146,12.0
1,2013-07-01,75.0,59.0,67.0,51.0,58.0,0.0,2.0,0.0,29.31,30.03,12.6,3.0,12.3,27,56.41023806472434,16.0
2,2013-07-01,75.0,61.0,68.0,50.0,58.0,0.0,3.0,0.0,29.37,30.01,13.8,3.0,13.6,27,52.51165450423614,14.0
1,2013-07-02,68.0,60.0,64.0,52.0,57.0,1.0,0.0,0.14724466463414634,29.33,30.05,11.0,3.0,11.2,27,64.97381909913064,8.0
2,2013-07-02,68.0,62.0,65.0,53.0,58.0,0.0,0.0,0.14724466463414634,29.39,30.04,12.0,3.0,12.3,27,65.0942414787659,6.0
1,2013-07-03,72.0,59.0,65.5,60.0,62.0,0.0,1.0,0.02,29.32,30.04,2.2,2.0,5.3,27,82.39720036761368,13.0
2,2013-07-03,74.0,62.0,68.0,60.0,62.0,0.0,3.0,0.07,29.38,30.03,0.5,36.0,4.2,27,75.56758222782685,12.0
1,2013-07-04,83.0,56.0,69.5,61.0,64.0,0.0,5.0,0.0,29.34,30.05,4.4,20.0,5.1,27,74.3729116371666,27.0
2,2013-07-04,83.0,61.0,72.0,59.0,65.0,0.0,7.0,0.0,29.41,30.05,7.3,19.0,7.7,27,63.61027648899768,22.0
1,2013-07-05,86.0,60.0,73.0,61.0,66.0,0.0,8.0,0.0,29.33,30.04,3.7,19.0,4.8,27,66.03794268369873,26.0
2,2013-07-05,87.0,63.0,75.0,60.0,66.0,0.0,10.0,0.0,29.39,30.03,5.1,20.0,5.9,27,59.593225297204334,24.0
1,2013-07-06,83.0,65.0,74.0,65.0,68.0,0.0,9.0,0.0,29.29,30.01,4.1,19.0,4.5,27,73.49727560438572,18.0
2,2013-07-06,82.0,71.0,76.5,63.0,68.0,0.0,12.0,0.0,29.36,30.0,5.4,19.0,5.9,27,63.036940118550575,11.0
1,2013-07-07,88.0,70.0,79.0,67.0,71.0,0.0,14.0,0.0,29.26,29.97,6.6,21.0,6.8,27,66.72333408930567,18.0
2,2013-07-07,89.0,70.0,79.5,66.0,71.0,0.0,15.0,0.0,29.33,29.96,8.0,21.0,8.2,27,63.401245573844136,19.0
1,2013-07-08,86.0,70.0,78.0,71.0,74.0,0.0,13.0,0.5,29.24,29.95,7.8,23.0,8.4,28,79.09417564153422,16.0
2,2013-07-08,87.0,71.0,79.0,70.0,72.0,0.0,14.0,0.84,29.31,29.95,10.0,22.0,10.5,28,73.96706755032609,16.0
1,2013-07-09,85.0,73.0,79.0,74.0,75.0,0.0,14.0,0.14724466463414634,29.19,29.91,6.9,23.0,7.3,28,84.69338310852518,12.0
2,2013-07-09,85.0,75.0,80.0,72.0,75.0,0.0,15.0,0.01,29.26,29.91,8.9,23.0,9.3,28,76.61518165278144,10.0
1,2013-07-10,85.0,66.0,75.5,65.0,70.0,0.0,11.0,0.0,29.2,29.89,6.0,34.0,8.3,28,69.89865929131373,19.0
2,2013-07-10,87.0,66.0,76.5,65.0,69.0,0.0,12.0,0.0,29.26,29.88,3.7,3.0,8.0,28,67.60972653143484,21.0
1,2013-07-11,81.0,64.0,72.5,54.0,62.0,0.0,8.0,0.0,29.36,30.06,6.5,3.0,7.4,28,52.19900852357342,17.0
2,2013-07-11,80.0,63.0,71.5,52.0,61.0,0.0,7.0,0.0,29.42,30.05,6.3,3.0,7.5,28,50.17373984384725,17.0
1,2013-07-12,83.0,58.0,70.5,53.0,61.0,0.0,6.0,0.0,29.38,30.1,4.0,8.0,4.8,28,53.8541955546727,25.0
2,2013-07-12,82.0,60.0,71.0,54.0,62.0,0.0,6.0,0.0,29.44,30.09,4.1,8.0,5.4,28,54.92109027968242,22.0
1,2013-07-13,84.0,62.0,73.0,59.0,65.0,0.0,8.0,0.0,29.41,30.12,6.8,9.0,7.5,28,61.497214552500836,22.0
2,2013-07-13,83.0,67.0,75.0,58.0,65.0,0.0,10.0,0.0,29.47,30.11,6.4,9.0,7.1,28,55.478623420120435,16.0
1,2013-07-14,88.0,72.0,80.0,66.0,71.0,0.0,15.0,0.0,29.47,30.17,6.7,9.0,7.6,28,62.370480849121655,16.0
2,2013-07-14,88.0,73.0,80.5,66.0,70.0,0.0,16.0,0.0,29.52,30.16,8.2,8.0,8.5,28,61.358540104975724,15.0
1,2013-07-15,89.0,71.0,80.0,71.0,74.0,0.0,15.0,0.09,29.52,30.23,4.3,8.0,5.1,29,74.05962679431985,18.0
2,2013-07-15,91.0,75.0,83.0,71.0,74.0,0.0,18.0,0.02,29.57,30.21,5.0,8.0,6.2,29,67.16992386077122,16.0
1,2013-07-16,92.0,73.0,82.5,72.0,75.0,0.0,18.0,0.0,29.54,30.25,6.4,23.0,6.8,29,70.6219656059212,19.0
2,2013-07-16,93.0,77.0,85.0,70.0,75.0,0.0,20.0,0.01,29.61,30.24,6.8,22.0,7.3,29,60.869016196577064,16.0
1,2013-07-17,94.0,76.0,85.0,72.0,76.0,0.0,20.0,0.0,29.51,30.23,6.7,26.0,6.9,29,65.15155430304023,18.0
2,2013-07-17,95.0,77.0,86.0,70.0,75.0,0.0,21.0,0.0,29.57,30.21,6.2,25.0,7.1,29,58.95081993498297,18.0
1,2013-07-18,95.0,77.0,86.0,72.0,76.0,0.0,21.0,0.14724466463414634,29.31,30.05,7.2,24.0,8.1,29,63.09840024026495,18.0
2,2013-07-18,96.0,79.0,87.5,71.0,76.0,0.0,23.0,0.0,29.38,30.04,8.8,23.0,9.4,29,58.14749247651436,17.0
1,2013-07-19,96.0,71.0,83.5,70.0,75.0,0.0,19.0,0.58,29.1,29.83,13.3,25.0,14.0,29,63.87963138992727,25.0
2,2013-07-19,97.0,75.0,86.0,69.0,75.0,0.0,21.0,0.14724466463414634,29.17,29.82,13.4,24.0,13.9,29,56.96818874823267,22.0
1,2013-07-20,89.0,71.0,80.0,64.0,69.0,0.0,15.0,0.06,29.17,29.86,4.8,1.0,7.5,29,58.16931706847186,18.0
2,2013-07-20,88.0,72.0,80.0,63.0,69.0,0.0,15.0,0.01,29.23,29.85,3.8,3.0,7.2,29,56.1635566720445,16.0
1,2013-07-21,88.0,68.0,78.0,65.0,69.0,0.0,13.0,0.01,29.18,29.89,2.8,7.0,6.7,29,64.33267984899061,20.0
2,2013-07-21,89.0,72.0,80.5,63.0,69.0,0.0,16.0,0.0,29.24,29.88,2.9,11.0,7.9,29,55.252321251716786,17.0
1,2013-07-22,87.0,71.0,79.0,66.0,71.0,0.0,14.0,0.14724466463414634,29.07,29.78,4.9,24.0,7.4,30,64.45122207118804,16.0
2,2013-07-22,90.0,72.0,81.0,64.0,70.0,0.0,16.0,0.14724466463414634,29.14,29.77,5.2,21.0,7.4,30,56.298962921134255,18.0
1,2013-07-23,78.0,63.0,70.5,60.0,64.0,0.0,6.0,0.03,29.15,29.83,8.8,2.0,11.0,30,69.36695841447835,15.0
2,2013-07-23,80.0,65.0,72.5,58.0,64.0,0.0,8.0,0.0,29.21,29.81,7.3,1.0,11.4,30,60.34130633180935,15.0
1,2013-07-24,72.0,60.0,66.0,51.0,58.0,0.0,1.0,0.0,29.31,30.01,7.8,5.0,8.1,30,58.39887964098753,12.0
2,2013-07-24,73.0,62.0,67.5,48.0,57.0,0.0,3.0,0.0,29.38,30.01,10.1,5.0,10.5,30,49.577918169765866,11.0
1,2013-07-25,81.0,57.0,69.0,54.0,61.0,0.0,4.0,0.0,29.33,30.05,4.1,23.0,5.1,30,58.80195570405912,24.0
2,2013-07-25,81.0,58.0,69.5,52.0,60.0,0.0,5.0,0.0,29.39,30.05,2.7,23.0,3.9,30,53.71145725946654,23.0
1,2013-07-26,70.0,62.0,66.0,61.0,63.0,0.0,1.0,0.39,29.21,29.94,7.6,22.0,8.5,30,83.90756465974071,8.0
2,2013-07-26,74.0,65.0,69.5,58.0,62.0,0.0,5.0,0.01,29.28,29.94,9.3,21.0,10.2,30,66.82018887075051,9.0
1,2013-07-27,65.0,55.0,60.0,51.0,56.0,5.0,0.0,0.0,29.17,29.9,9.0,30.0,10.6,30,72.11726864156499,10.0
2,2013-07-27,68.0,57.0,62.5,49.0,55.0,2.0,0.0,0.0,29.23,29.89,10.3,30.0,11.3,30,61.27228404028173,11.0
1,2013-07-28,69.0,54.0,61.5,50.0,55.0,3.0,0.0,0.14724466463414634,29.23,29.93,8.7,28.0,9.1,30,65.88569265998274,15.0
2,2013-07-28,71.0,55.0,63.0,47.0,54.0,2.0,0.0,0.14724466463414634,29.3,29.94,9.5,26.0,9.8,30,55.85035151680261,16.0
1,2013-07-29,76.0,57.0,66.5,55.0,59.0,0.0,2.0,0.0,29.41,30.11,2.0,1.0,7.0,31,66.47384401281147,19.0
2,2013-07-29,76.0,58.0,67.0,53.0,59.0,0.0,2.0,0.0,29.47,30.1,2.3,2.0,7.7,31,60.72752109564434,18.0
1,2013-07-30,74.0,57.0,65.5,59.0,62.0,0.0,1.0,0.04,29.39,30.12,4.2,16.0,4.7,31,79.50789160467195,17.0
2,2013-07-30,74.0,61.0,67.5,56.0,61.0,0.0,3.0,0.14724466463414634,29.46,30.12,5.5,16.0,6.0,31,66.58983211887326,13.0
1,2013-07-31,75.0,62.0,68.5,64.0,65.0,0.0,4.0,0.5,29.26,30.0,2.2,32.0,4.4,31,85.5494564269797,13.0
2,2013-07-31,75.0,64.0,69.5,63.0,65.0,0.0,5.0,0.18,29.33,29.99,2.5,30.0,4.2,31,79.81585644616904,11.0
1,2013-08-01,81.0,61.0,71.0,57.0,62.0,0.0,6.0,0.0,29.23,29.95,7.6,30.0,7.8,31,61.24285092838859,20.0
2,2013-08-01,82.0,61.0,71.5,54.0,62.0,0.0,7.0,0.0,29.29,29.95,6.2,29.0,7.1,31,53.99639715472857,21.0
1,2013-08-02,84.0,62.0,73.0,63.0,67.0,0.0,8.0,0.63,29.15,29.87,4.5,29.0,8.2,31,70.87089690607739,22.0
2,2013-08-02,86.0,65.0,75.5,62.0,66.0,0.0,11.0,0.41,29.23,29.87,2.7,23.0,7.7,31,62.91444127078982,21.0
1,2013-08-03,81.0,64.0,72.5,55.0,62.0,0.0,8.0,0.0,29.33,30.03,5.8,2.0,6.8,31,54.138063623137214,17.0
2,2013-08-03,79.0,66.0,72.5,54.0,62.0,0.0,8.0,0.0,29.39,30.02,6.9,4.0,8.4,31,52.19900852357342,13.0
1,2013-08-04,75.0,60.0,67.5,56.0,61.0,0.0,3.0,0.14724466463414634,29.42,30.14,5.9,6.0,7.8,31,66.58983211887326,15.0
2,2013-08-04,74.0,60.0,67.0,55.0,61.0,0.0,2.0,0.14724466463414634,29.49,30.13,6.1,7.0,6.9,31,65.33342986387333,14.0
1,2013-08-05,75.0,58.0,66.5,59.0,62.0,0.0,2.0,0.07,29.23,29.98,6.8,19.0,7.6,32,76.79479388290136,17.0
2,2013-08-05,76.0,63.0,69.5,56.0,61.0,0.0,5.0,0.02,29.29,29.98,7.1,18.0,7.9,32,62.16810710507693,13.0
1,2013-08-06,83.0,67.0,75.0,68.0,70.0,0.0,10.0,0.04,29.13,29.86,7.2,21.0,8.0,32,78.86083362775612,16.0
2,2013-08-06,85.0,68.0,76.5,65.0,69.0,0.0,12.0,0.0,29.21,29.85,8.7,21.0,9.4,32,67.60972653143484,17.0
1,2013-08-07,89.0,67.0,78.0,68.0,71.0,0.0,13.0,0.14724466463414634,29.14,29.83,4.0,30.0,9.9,32,71.37921957347292,22.0
2,2013-08-07,91.0,70.0,80.5,67.0,71.0,0.0,16.0,0.01,29.2,29.82,2.4,30.0,10.5,32,63.52162517778757,21.0
1,2013-08-08,78.0,65.0,71.5,56.0,62.0,0.0,7.0,0.0,29.26,29.98,8.6,5.0,9.3,32,58.07339051343292,13.0
2,2013-08-08,79.0,69.0,74.0,55.0,62.0,0.0,9.0,0.0,29.33,29.96,10.5,5.0,10.8,32,51.47113160447879,10.0
1,2013-08-09,82.0,59.0,70.5,60.0,65.0,0.0,6.0,0.14724466463414634,29.28,29.98,4.7,27.0,5.3,32,69.36695841447835,23.0
2,2013-08-09,84.0,62.0,73.0,58.0,65.0,0.0,8.0,0.0,29.34,29.97,4.9,27.0,5.6,32,59.331653227294,22.0
1,2013-08-10,81.0,64.0,72.5,57.0,59.3108843537415,0.0,8.0,0.0,29.28442857142857,30.08,5.3,5.0,6.5,32,58.20744055406212,17.0
2,2013-08-10,81.0,68.0,74.5,55.0,63.0,0.0,10.0,0.0,29.28442857142857,30.07,6.0,6.0,7.4,32,50.61522083014122,13.0
1,2013-08-11,81.0,60.0,70.5,61.0,59.3108843537415,0.0,6.0,0.01,29.35,30.07,2.0,27.0,3.0,32,71.87676509190885,21.0
2,2013-08-11,84.0,63.0,73.5,57.0,64.0,0.0,9.0,0.14724466463414634,29.42,30.06,4.0,24.0,5.4,32,56.27781926065797,21.0
1,2013-08-12,82.0,67.0,74.5,65.0,68.0,0.0,10.0,0.27,29.21,29.93,3.5,27.0,7.5,33,72.2750932253844,15.0
2,2013-08-12,85.0,69.0,77.0,63.0,59.3108843537415,0.0,12.0,0.66,29.27,29.92,4.5,26.0,7.7,33,61.99943468829765,16.0
1,2013-08-13,70.0,58.0,64.0,52.0,58.0,1.0,0.0,0.0,29.37,30.07,8.7,3.0,9.6,33,64.97381909913064,12.0
2,2013-08-13,71.0,62.0,66.5,50.0,57.0,0.0,2.0,0.0,29.42,30.06,11.2,2.0,11.9,33,55.303698043876906,9.0
1,2013-08-14,72.0,56.0,64.0,50.0,56.0,1.0,0.0,0.0,29.44,30.16,3.9,4.0,7.1,33,60.33517093121935,16.0
2,2013-08-14,71.0,58.0,64.5,49.0,56.0,0.0,0.0,0.0,29.52,30.16,3.0,3.0,7.0,33,57.11961102448079,13.0
1,2013-08-15,75.0,55.0,65.0,53.0,58.0,0.0,0.0,0.0,29.4,30.13,4.2,24.0,4.9,33,65.0942414787659,20.0
2,2013-08-15,74.0,57.0,65.5,50.0,58.0,0.0,1.0,0.0,29.47,30.13,4.5,22.0,5.0,33,57.25753279727338,17.0
1,2013-08-16,82.0,55.0,68.5,52.0,60.0,0.0,4.0,0.0,29.44,30.15,2.8,4.0,5.2,33,55.58474905915537,27.0
